nm0750971,Simon Russell Beale,Simon Russell Beale,168,"January 12, 1961 in Penang, Malaysia",1961-01-12,"Penang, Malaysia",,
nm0751018,Betsy Russell,Elizabeth Russell,165,"September 6, 1963 in San Diego, California, USA",1963-09-06,"San Diego, California, USA",,
nm0751102,David O. Russell,David Owen Russell,180,"August 20, 1958 in Manhattan, New York City, New York, USA",1958-08-20,"Manhattan, New York City, New York, USA",,
nm0751207,Jack Golden Russell,Jack Golden Russell,,,,,,
nm0751518,Wyatt Russell,Wyatt Hawn Russell,188,"July 10, 1986 in Los Angeles, California, USA",1986-07-10,"Los Angeles, California, USA",,
nm0751577,Anthony Russo,Anthony J. Russo,,"February 3, 1970 in Cleveland, Ohio, USA",1970-02-03,"Cleveland, Ohio, USA",,
nm0751638,James Russo,James Vincent Russo,178,"April 23, 1953 in New York City, New York, USA",1953-04-23,"New York City, New York, USA",,
nm0751642,Jeff Russo,Jeff Russo,,"August 31, 1969",1969-08-31,,,
nm0751648,Joe Russo,Joseph Vincent Russo,,"July 8, 1971 in Cleveland, Ohio, USA",1971-07-08,"Cleveland, Ohio, USA",,
nm0751917,Isabel Ruth,Isabel Ruth da Silva Roberto dos Santos Lopes,,"April 6, 1940 in Tomar, Portugal",1940-04-06,"Tomar, Portugal",,
nm0751964,Ed Rutherford,Ed Rutherford,,,,,,
nm0752328,Stefan Ruzowitzky,Stefan Ruzowitzky,,"December 25, 1961 in Vienna, Austria",1961-12-25,"Vienna, Austria",,
nm0752407,Amy Ryan,Amy Beth Dziewiontkowski,161,"May 3, 1968 in Queens, New York City, New York, USA",1968-05-03,"Queens, New York City, New York, USA",,
nm0753083,Aaron Ryder,Aaron Ryder,,,,,,
nm0753314,Mark Rylance,David Mark Rylance Waters,173,"January 18, 1960 in Ashford, Kent, England, UK",1960-01-18,"Ashford, Kent, England, UK",,
nm0753423,Seung-wan Ryoo,Seung-wan Ryoo,,"December 15, 1973 in Onyang, South Korea",1973-12-15,"Onyang, South Korea",,
nm0753486,Seung-bum Ryoo,Seung-bum Ryoo,177,"August 9, 1980 in Asan, South Chungcheong Province, South Korea",1980-08-09,"Asan, South Chungcheong Province, South Korea",,
nm0753526,RZA,Robert Fitzgerald Diggs,188,"July 5, 1969 in Brownsville, Brooklyn, New York City, New York, USA",1969-07-05,"Brownsville, Brooklyn, New York City, New York, USA",,
nm0753820,Guillermo Ríos,Guillermo Ríos,,,,,,
nm0754022,Kauko Röyhkä,Jukka-Pekka Välimaa,189,"February 12, 1959 in Valkeakoski, Finland",1959-02-12,"Valkeakoski, Finland",,
nm0754118,David Rühm,David Rühm,,"1962 in Vienna, Austria","1962 in Vienna, Austria","Vienna, Austria",,
nm0754256,Nicolas Saada,Nicolas Saada,,,,,,
nm0754344,Per Saari,Per Saari,175,,,,,
nm0754847,Carlos Saboga,Carlos Saboga,,"December 17, 1936 in Figueira da Foz, Portugal",1936-12-17,"Figueira da Foz, Portugal",,
nm0755158,Ira Sachs,Ira Sachs,,"1965 in Memphis, Tennessee, USA","1965 in Memphis, Tennessee, USA","Memphis, Tennessee, USA",,
nm0755162,John Sachs,John Sachs,,,,,,
nm0755267,Katee Sackhoff,Kathryn Ann Sackhoff,168,"April 8, 1980 in Portland, Oregon, USA",1980-04-08,"Portland, Oregon, USA",,
nm0755312,Oliver Sacks,Oliver Wolf Sacks,,"July 9, 1933 in London, England, UK",1933-07-09,"London, England, UK",2015-08-30,"New York City, New York, USA  "
nm0755417,Shlomo Sadan,Shlomo Sadan,,,,,,
nm0755555,Nic Sadler,Nic Sadler,,"May 24, 1965 in London, England, UK",1965-05-24,"London, England, UK",,
nm0755868,Hayedeh Safiyari,Hayedeh Safiyari,,,,,,
nm0755911,Peter Safran,Peter Safran,,"November 22, 1965 in London, England, UK",1965-11-22,"London, England, UK",,
nm0756034,Misan Sagay,Misan Sagay,,,,,,
nm0756203,Ludivine Sagnier,Ludivine Sagnier,160,"July 3, 1979 in Saint-Cloud, Hauts-de-Seine, France",1979-07-03,"Saint-Cloud, Hauts-de-Seine, France",,
nm0756686,Antoine de Saint-Exupéry,Antoine-Marie-Roger De Saint-Exupery,188,"June 29, 1900 in Lyon, France",1900-06-29,"Lyon, France",1944-07-31,"off the coast of Marseille, France  "
nm0756709,Michel Saint-Jean,Michel Saint-Jean,,,,,,
nm0757017,Richard Sakai,Richard Sakai,,"January 28, 1954 in San Francisco, California, USA",1954-01-28,"San Francisco, California, USA",,
nm0757162,Zoe Sakellaropoulo,Zoe Sakellaropoulo,,,,,,
nm0757572,Armando Salas,Armando Salas,,,,,,
nm0757814,José Salcedo,José Salcedo Palomeque,,"1949 in Ciudad Real, Castilla-La Mancha, Spain","1949 in Ciudad Real, Castilla-La Mancha, Spain","Ciudad Real, Castilla-La Mancha, Spain",2017-09-19,"Madrid, Spain"
nm0757855,Zoe Saldana,Zoë Yadira Saldaña Nazario,169,"June 19, 1978 in Passaic, New Jersey, USA",1978-06-19,"Passaic, New Jersey, USA",,
nm0757858,Carlos Saldanha,Carlos Saldanha,,"January 24, 1965 in Rio de Janeiro, Rio de Janeiro, Brazil",1965-01-24,"Rio de Janeiro, Rio de Janeiro, Brazil",,
nm0757938,Michael L. Sale,Michael L. Sale,,,,,,
nm0757975,Tarik Saleh,Tarik Saleh,,"January 28, 1972 in Stockholm, Stockholms län, Sweden",1972-01-28,"Stockholm, Stockholms län, Sweden",,
nm0758002,Kario Salem,Kario Salem,,"May 23, 1955 in Los Angeles, California, USA",1955-05-23,"Los Angeles, California, USA",,
nm0758111,Gary Sales,Gary Sales,,,,,,
nm0758345,Carmen Salinas,Carmen Salinas Lozano,,"October 5, 1933 in Torreon, Coahuila, Mexico",1933-10-05,"Torreon, Coahuila, Mexico",,
nm0758574,Walter Salles,Walther Moreira Salles Jr.,,"April 12, 1956 in Rio de Janeiro, Rio de Janeiro, Brazil",1956-04-12,"Rio de Janeiro, Rio de Janeiro, Brazil",,
nm0758742,Timo Salminen,Timo Salminen,,"July 11, 1952 in Helsinki, Finland",1952-07-11,"Helsinki, Finland",,
nm0758857,Carlos Salom,Carlos Salom,,,,,,
nm0759022,Jennifer Salt,Jennifer Salt,159,"September 4, 1944 in Los Angeles, California, USA",1944-09-04,"Los Angeles, California, USA",,
nm0759270,Pierre Salvadori,Pierre Salvadori,,"November 8, 1964 in Sfax, Tunisia",1964-11-08,"Sfax, Tunisia",,
nm0759363,Richard Salvatore,Richard Salvatore,,,,,,
nm0759986,Michael Samonek,Michael Samonek,,,,,,
nm0760151,Angus Sampson,Angus Murray Lincoln Sampson,191,"February 12, 1979 in Australia",1979-02-12,Australia,,
nm0760244,Coke Sams,Coke Sams,,"December 3, 1945",1945-12-03,,,
nm0760255,Jeremy Sams,Jeremy Sams,,"January 12, 1957 in London, England, UK",1957-01-12,"London, England, UK",,
nm0760485,Lance Samuels,Lance Samuels,,,,,,
nm0760778,Fatima Sana Shaikh,Fatima Sana Shaikh,160,"January 11, 1992 in Hyderabad, Andhra Pradesh, India",1992-01-11,"Hyderabad, Andhra Pradesh, India",,
nm0760796,Hiroyuki Sanada,Hiroyuki Shimosawa,168,"October 12, 1960 in Tokyo, Japan",1960-10-12,"Tokyo, Japan",,
nm0760989,Kiele Sanchez,Kiele Michelle Sanchez,157,"October 13, 1977 in Chicago, Illinois, USA",1977-10-13,"Chicago, Illinois, USA",,
nm0761028,Paul Sanchez,Paul Sanchez,,,,,,
nm0761052,Roselyn Sanchez,Roselyn Sanchez,165,"April 2, 1973 in San Juan, Puerto Rico",1973-04-02,"San Juan, Puerto Rico",,
nm0761348,Duke Sandefur,Duke Sandefur,,,,,,
nm0761486,Buck Sanders,Buck Henry Sanders,,"1971 in Mississippi, USA","1971 in Mississippi, USA","Mississippi, USA",,
nm0761498,Chris Sanders,Christopher Michael Sanders,180,"March 12, 1962 in Colorado Springs, Colorado, USA",1962-03-12,"Colorado Springs, Colorado, USA",,
nm0761712,Scott Sanders,Scott G. Sanders,,"1957 in St. Petersburg, Florida, USA","1957 in St. Petersburg, Florida, USA","St. Petersburg, Florida, USA",,
nm0761874,Linus Sandgren,Linus Sandgren,,"December 5, 1972 in Spånga, Sweden",1972-12-05,"Spånga, Sweden",,
nm0762094,Arturo Sandoval,Arturo Sandoval,,"November 6, 1949 in Artemisa, Cuba",1949-11-06,"Artemisa, Cuba",,
nm0762121,Gloria Sandoval,Gloria Sandoval,165,,,,,
nm0762674,Jonathan Sanger,Jonathan Sanger,,"April 21, 1944 in Brooklyn, New York City, New York, USA",1944-04-21,"Brooklyn, New York City, New York, USA",,
nm0762863,Anton Sanko,Anton Sanko,,,,,,
nm0763030,Luis David Sansans,Luis David Sansans,,,,,,
nm0763395,Gustavo Santaolalla,Gustavo Alfredo Santaolalla,,"August 19, 1951 in El Palomar, Morón, Buenos Aires, Argentina",1951-08-19,"El Palomar, Morón, Buenos Aires, Argentina",,
nm0763460,Valia Santella,Valia Santella,,,,,,
nm0763928,Rodrigo Santoro,Rodrigo Junqueira dos Reis Santoro,187,"August 22, 1975 in Petrópolis, Rio de Janeiro, Brazil",1975-08-22,"Petrópolis, Rio de Janeiro, Brazil",,
nm0764017,Charo Santos-Concio,Maria Rosario Santos,,"October 27, 1955 in Legazpi City, Albay, Philippines",1955-10-27,"Legazpi City, Albay, Philippines",,
nm0764601,Miguel Sapochnik,Miguel Vicente Rosenberg-Sapochnik,,"July, 1974 in Hammersmith, London, England, UK",1974-07-01,"Hammersmith, London, England, UK",,
nm0764527,Danny Sapani,Danny Sapani,180,"November 15, 1970 in London, England, UK",1970-11-15,"London, England, UK",,
nm0764771,Peter Saraf,Peter Nataniel Saraf,,,,,,
nm0764774,Barbara Sarafian,Barbara Sarafian,,"April 16, 1968 in Gent, Flanders, Belgium",1968-04-16,"Gent, Flanders, Belgium",,
nm0764780,Katherine Sarafian,Katherine Sarafian,,,,,,
nm0764963,Alain Sarde,Alain Jacques Sarde,,"March 28, 1952 in Boulogne-Billancourt, Hauts-de-Seine, France",1952-03-28,"Boulogne-Billancourt, Hauts-de-Seine, France",,
nm0765091,Alvin Sargent,Alvin Supowitz,,"April 12, 1927 in Philadelphia, Pennsylvania, USA",1927-04-12,"Philadelphia, Pennsylvania, USA",2019-05-09,"Seattle, Washington, USA  "
nm0765477,Paul Sarossy,Paul Sarossy,,"April 24, 1963 in Barrie, Ontario, Canada",1963-04-24,"Barrie, Ontario, Canada",,
nm0765597,Peter Sarsgaard,John Peter Sarsgaard,180,"March 7, 1971 in Belleville, Illinois, USA",1971-03-07,"Belleville, Illinois, USA",,
nm0765651,Luis A. Sartor,Luis A. Sartor,,,,,,
nm0765911,Katrin Saß,Katrin Saß,167,"October 23, 1956 in Schwerin, German Democratic Republic",1956-10-23,"Schwerin, German Democratic Republic",,
nm0766005,Will Sasso,William Sasso,192,"May 24, 1975 in Ladner, British Columbia, Canada",1975-05-24,"Ladner, British Columbia, Canada",,
nm0766112,Akan Satayev,Akan Kargambaevich Satayev,,"December 23, 1971 in Karaganda, Karagandinskaya oblast, Kazakhskaya SSR, USSR [now Kazakhstan]",1971-12-23,"Karaganda, Karagandinskaya oblast, Kazakhskaya SSR, USSR [now Kazakhstan]",,
nm0766153,Drake Sather,Drake Sather,191,"May 24, 1959 in Seattle, Washington, USA",1959-05-24,"Seattle, Washington, USA",2004-03-03,"Los Angeles, California, USA  "
nm0766470,Sathyaraj,Rengaraj,183,"October 3, 1954 in India",1954-10-03,India,,
nm0766493,Masaharu Satô,Masaharu Satô,169,"July 1, 1946 in Ota, Tokyo, Japan",1946-07-01,"Ota, Tokyo, Japan",,
nm0766851,John R. Saunders,John R. Saunders,,,,,,
nm0767647,Harris Savides,Harris Savides,,"September 28, 1957 in New York City, New York, USA",1957-09-28,"New York City, New York, USA",2012-10-09,"Manhattan, New York City, New York, USA  "
nm0767655,S. Leigh Savidge,S. Leigh Savidge,,,,,,
nm0767713,Jody Savin,Jody Savin,,,,,,
nm0767894,Pilar Savone,Pilar Savone,,,,,,
nm0768027,Ikki Sawamura,Ikki Sawamura,184,"July 10, 1967 in Kagoshima, Japan",1967-07-10,"Kagoshima, Japan",,
nm0768324,Edward Saxon,Edward Saxon,,,,,,
nm0768959,Dan Scanlon,Daniel Michael Scanlon,,"June 21, 1976 in Michigan, USA",1976-06-21,"Michigan, USA",,
nm0769135,Don Scardino,Donald Joseph Scardino,180,"February 17, 1949 in New York City, New York, USA",1949-02-17,"New York City, New York, USA",,
nm0769157,Jonathan Scarfe,Jonathan J. Scarfe,178,"December 16, 1975 in Toronto, Ontario, Canada",1975-12-16,"Toronto, Ontario, Canada",,
nm0769227,David Scarpa,David Scarpa,,,,,,
nm0769237,Renato Scarpa,Renato Scarpa,,"September 14, 1939 in Milan, Lombardy, Italy",1939-09-14,"Milan, Lombardy, Italy",,
nm0769644,Michael Schaefer,Michael Schaefer,,,,,,
nm0769656,Roberto Schaefer,Roberto Schaefer,,,,,,
nm0769840,Jeff Schaffer,Jeff Schaffer,,,,,,
nm0770650,Andrew Scheinman,Andrew Scheinman,,,,,,
nm0772283,Peter Schlessel,Peter Schlessel,,,,,,
nm0770938,Robert Schenkkan,Robert Schenkkan,,"March 19, 1953 in Chapel Hill, North Carolina, USA",1953-03-19,"Chapel Hill, North Carolina, USA",,
nm0770961,Fred Schepisi,Frederic Alan Schepisi,,"December 26, 1939 in Richmond, Melbourne, Victoria, Australia",1939-12-26,"Richmond, Melbourne, Victoria, Australia",,
nm0771054,Lone Scherfig,Lone Wrede Scherfig,,"May 2, 1959 in Copenhagen, Denmark",1959-05-02,"Copenhagen, Denmark",,
nm0771065,Jay Scherick,Jay Scherick,,,,,,
nm0771228,Paul Scheuring,Paul T. Scheuring,,"November 20, 1968 in Aurora, Illinois, USA",1968-11-20,"Aurora, Illinois, USA",,
nm0771332,Clemens Schick,Clemens Schick,176,"February 15, 1972 in Tübingen, Baden-Württemberg, Germany",1972-02-15,"Tübingen, Baden-Württemberg, Germany",,
nm0771414,Martin Starr,Martin Starr,185,"July 30, 1982 in Santa Monica, California, USA",1982-07-30,"Santa Monica, California, USA",,
nm0771490,Paul Schiff,Paul Schiff,,,,,,
nm0771493,Richard Schiff,Richard Schiff,178,"May 27, 1955 in Bethesda, Maryland, USA",1955-05-27,"Bethesda, Maryland, USA",,
nm0771496,Stephen Schiff,Stephen Schiff,,,,,,
nm0771526,Guillaume Schiffman,Guillaume Schiffman,,,,,,
nm0771609,Stewart Schill,Stewart Schill,,,,,,
nm0771621,Adrian Schiller,Adrian Schiller,173,"February 21, 1964 in London, England, UK",1964-02-21,"London, England, UK",,
nm0771713,Tom Schilling,Tom Schilling,170,"February 10, 1982 in Berlin, Germany",1982-02-10,"Berlin, Germany",,
nm0772005,David Schisgall,David Schisgall,,,,,,
nm0772082,Frieder Schlaich,Frieder Schlaich,,"1961 in Stuttgart, Germany","1961 in Stuttgart, Germany","Stuttgart, Germany",,
nm0772174,Bradford L. Schlei,Bradford Lindsley Schlei,178,"March 21, 1966 in Los Angeles, California, USA",1966-03-21,"Los Angeles, California, USA",,
nm0772207,Markus Schleinzer,Markus Schleinzer,,"November 8, 1971 in Vienna, Austria",1971-11-08,"Vienna, Austria",,
nm0772829,Arne Schmidt,Arne Schmidt,,,,,,
nm0773218,Theis Schmidt,Theis Schmidt,,,,,,
nm0773308,Sebastian Urzendowsky,Sebastian Urzendowsky,169,"May 28, 1985 in Berlin, Germany",1985-05-28,"Berlin, Germany",,
nm0773768,David Schneider,David Schneider,168,"May 22, 1963 in London, England, UK",1963-05-22,"London, England, UK",,
nm0773805,Florian Schneider,Florian Schneider,,,,,,
nm0773884,John Schneider,John Richard Schneider III,188,"April 8, 1960 in Mount Kisco, New York, USA",1960-04-08,"Mount Kisco, New York, USA",,
nm0773973,Paul Schneider,Paul Schneider,182,"March 16, 1976 in Asheville, North Carolina, USA",1976-03-16,"Asheville, North Carolina, USA",,
nm0774140,Daniel Schneor,Daniel Schneor,,,,,,
nm0774306,Raney Shockne,Raney Shockne,,,,,,
nm0774386,Matthias Schoenaerts,Matthias Schoenaerts,187,"December 8, 1977 in Antwerp, Belgium",1977-12-08,"Antwerp, Belgium",,
nm0774516,David Schofield,David Schofield,178,"1951 in Manchester, Lancashire, England, UK","1951 in Manchester, Lancashire, England, UK","Manchester, Lancashire, England, UK",,
nm0774744,Claude-Michel Schönberg,Claude-Michel Schönberg,,"July 6, 1944 in Vannes, Morbihan, France",1944-07-06,"Vannes, Morbihan, France",,
nm0774786,Alan Schoolcraft,Alan Schoolcraft,,,,,,
nm0775262,Nancy Schreiber,Nancy Schreiber,,"June 27, 1949 in Detroit, Michigan, USA",1949-06-27,"Detroit, Michigan, USA",,
nm0775443,Adam Schroeder,Adam Schroeder,,,,,,
nm0775709,Andreas Schröders,Andreas Schröders,187,"June 26, 1967 in Mönchengladbach, North Rhine-Westphalia, West Germany",1967-06-26,"Mönchengladbach, North Rhine-Westphalia, West Germany",,
nm0776885,Bragi F. Schut,Bragi F. Schut,,,,,,
nm0776072,Cathy Schulman,Cathy Schulman,,1965,1965,,,
nm0776271,John Schultz,John Schultz,,,,,,
nm0776433,Charles M. Schulz,Charles Monroe Schulz,182,"November 26, 1922 in St. Paul, Minnesota, USA",1922-11-26,"St. Paul, Minnesota, USA",2000-02-12,"Santa Rosa, California, USA  "
nm0776441,Craig Schulz,Craig Frederick Schulz,,"January 22, 1953 in Hennepin County, Minnesota, USA",1953-01-22,"Hennepin County, Minnesota, USA",,
nm0776553,Douglas Schulze,Douglas Schulze,,,,,,
nm0776650,Michelle Schumacher,Michelle Marie Schumacher,,"September 28, 1966",1966-09-28,,,
nm0777203,Deborah Schwartz,Deborah Bonann,,,,,,
nm0777209,Douglas Schwartz,Douglas Schwartz,,,,,,
nm0777300,Josh Schwartz,Joshua Ian Schwartz,,"August 6, 1976 in Providence, Rhode Island, USA",1976-08-06,"Providence, Rhode Island, USA",,
nm0777408,Rick Schwartz,Rick Schwartz,,,,,,
nm0777455,Steve Schwartz,Steve Schwartz,,,,,,
nm0777491,Mark Schwartzbard,Mark Schwartzbard,,,,,,
nm0777788,Matthias Schweighöfer,Matthias Schweighöfer,180,"March 11, 1981 in Anklam, Mecklenburg-Vorpommern, Germany",1981-03-11,"Anklam, Mecklenburg-Vorpommern, Germany",,
nm0777881,Robert Schwentke,Robert Schwentke,,"1968 in Stuttgart, Germany","1968 in Stuttgart, Germany","Stuttgart, Germany",,
nm0777892,Mathias Schwerbrock,Mathias Schwerbrock,,"1960 in Cologne, North Rhine-Westphalia, Germany","1960 in Cologne, North Rhine-Westphalia, Germany","Cologne, North Rhine-Westphalia, Germany",,
nm0778144,Pierre Schoeller,Pierre Schoeller,,1961,1961,,,
nm0778204,Ingeborg Schöner,Ingeborg Schöner,168,"July 2, 1935 in Wiesbaden, Hesse, Germany",1935-07-02,"Wiesbaden, Hesse, Germany",,
nm0778348,Katharina Schüttler,Katharina Schüttler,161,"October 20, 1979 in Cologne, North Rhine-Westphalia, West Germany",1979-10-20,"Cologne, North Rhine-Westphalia, West Germany",,
nm0778554,Tiziano Sclavi,Tiziano Sclavi,,"April 3, 1953 in Broni, Lombardy, Italy",1953-04-03,"Broni, Lombardy, Italy",,
nm0778568,Edith Scob,Édith Scobeltzine,173,"October 21, 1937 in Paris, France",1937-10-21,"Paris, France",2019-06-26,"Paris, France  "
nm0778831,Andrew Scott,Andrew Scott,173,"October 21, 1976 in Dublin, Ireland",1976-10-21,"Dublin, Ireland",,
nm0778894,Bob Scott,Bob Scott,,,,,,
nm0779084,Dougray Scott,Stephen Dougray Scott,183,"November 25, 1965 in Glenrothes, Fife, Scotland, UK",1965-11-25,"Glenrothes, Fife, Scotland, UK",,
nm0779087,Duncan Scott,Duncan Scott,,,,,,
nm0779325,Jill Scott,Jill Scott,168,"April 4, 1972 in Philadelphia, Pennsylvania, USA",1972-04-04,"Philadelphia, Pennsylvania, USA",,
nm0779433,Ken Scott,Ken Scott,183,,,,,
nm0779524,Luke Scott,Luke Scott,,1968,1968,,,
nm0779866,Tom Everett Scott,Tom Everett Scott,189,"September 7, 1970 in East Bridgewater, Massachusetts, USA",1970-09-07,"East Bridgewater, Massachusetts, USA",,
nm0780098,Ronnie Screwvala,Ronnie Screwvala,,"September 8, 1962 in Bombay, India",1962-09-08,"Bombay, India",,
nm0780655,Jake Seal,Jacob Seal,192,,,,,
nm0780870,Tracey Seaward,Tracey Seaward,,,,,,
nm0780762,Eric A. Sears,Eric A. Sears,,,,,,
nm0780849,Jeff Seats,Jeff Seats,,,,,,
nm0781673,Shawn Seet,Shawn Seet,,,,,,
nm0781829,Miriam Segal,Miriam Segal,,,,,,
nm0781760,Brad Segal,Brad Segal,,,,,,
nm0781833,Nanu Segal,Nanu Segal,,,,,,
nm0781842,Peter Segal,Peter Segal,188,1962,1962,,,
nm0782270,Jonathan Sehring,Jonathan Sehring,,,,,,
nm0781981,Jason Segel,Jason Jordan Segel,192,"January 18, 1980 in Los Angeles, California, USA",1980-01-18,"Los Angeles, California, USA",,
nm0782036,Tanya Seghatchian,Tanya Seghatchian,,"1968 in London, England, UK","1968 in London, England, UK","London, England, UK",,
nm0782384,Susan Seidelman,Susan Seidelman,,"December 11, 1952 in Philadelphia, Pennsylvania, USA",1952-12-11,"Philadelphia, Pennsylvania, USA",,
nm0782430,Ulrich Seidl,Ulrich Seidl,,"November 24, 1952 in Vienna, Austria",1952-11-24,"Vienna, Austria",,
nm0782436,David Seidler,David Seidler,,"1937 in London, England, UK","1937 in London, England, UK","London, England, UK",,
nm0782739,Michael Seitzman,Michael Seitzman,,"November 1, 1967 in Newark, New Jersey, USA",1967-11-01,"Newark, New Jersey, USA",,
nm0782752,Lucio Seixas,Lucio Seixas,,,,,,
nm0782995,Michael Selby,Michael Selby,,,,,,
nm0783033,Marian Seldes,Marian Hall Seldes,175,"August 23, 1928 in New York City, New York, USA",1928-08-23,"New York City, New York, USA",2014-10-06,"New York City, New York, USA  "
nm0783100,David Self,David Self,,,,,,
nm0783280,JoAnne Sellar,JoAnne Sellar,,,,,,
nm0783346,Dylan Sellers,Dylan Sellers,,,,,,
nm0783536,Aaron Seltzer,Aaron Seltzer,,"January 12, 1974 in Mississauga, Ontario, Canada",1974-01-12,"Mississauga, Ontario, Canada",,
nm0783926,Maria Semple,Maria Semple,,,,,,
nm0784061,Dominic Sena,Dominic Sena,,"April 26, 1949 in Niles, Ohio, USA",1949-04-26,"Niles, Ohio, USA",,
nm0784599,Merijn Sep,Merijn Sep,,,,,,
nm0784771,Clare Sera,Clare Sera,,,,,,
nm0784884,Rade Serbedzija,Rade Serbedzija,178,"July 27, 1946 in Bunic, Croatia, Yugoslavia",1946-07-27,"Bunic, Croatia, Yugoslavia",,
nm0785227,Andy Serkis,Andrew Clement G. Serkis,171,"April 20, 1964 in Ruislip, London, England, UK",1964-04-20,"Ruislip, London, England, UK",,
nm0785352,Terry Serpico,Terrance M. Serpico,183,,,,,
nm0785359,Aintza Serra,Aintza Serra,,,,,,
nm0785385,Éric Serra,Éric Serra,,"September 9, 1959 in Paris, France",1959-09-09,"Paris, France",,
nm0785594,Nestor Serrano,Nestor Serrano,183,"November 5, 1955 in Bronx, New York, USA",1955-11-05,"Bronx, New York, USA",,
nm0785842,Toni Servillo,Toni Servillo,181,"January 25, 1959 in Afragola, Campania, Italy",1959-01-25,"Afragola, Campania, Italy",,
nm0785854,Matt Servitto,Matthew Joseph Servitto,183,"April 7, 1965 in Teaneck, New Jersey, USA",1965-04-07,"Teaneck, New Jersey, USA",,
nm0785918,Roberto Sessa,Roberto Sessa,,,,,,
nm0786631,Charlie Sexton,Charlie Sexton,,"August 11, 1968 in San Antonio, Texas, USA",1968-08-11,"San Antonio, Texas, USA",,
nm0786673,Mary Sexton,Mary Sexton,,,,,,
nm0786694,Timothy J. Sexton,Timothy J. Sexton,,,,,,
nm0786707,Takeshi Seyama,Takeshi Seyama,,,,,,
nm0786732,Paul Seydor,Paul Seydor,,1947,1947,,,
nm0786733,Michel Seydoux,Michel Seydoux,,,,,,
nm0786806,Cara Seymour,Cara Seymour,,"January 6, 1964 in Essex, England, UK",1964-01-06,"Essex, England, UK",,
nm0786857,Patrick Seymour,Patrick Seymour,,,,,,
nm0787265,Martin Shafer,Martin Shafer,,,,,,
nm0787427,Byron Shah,Byron Shah,,,,,,
nm0787462,Naseeruddin Shah,Naseeruddin Shah,178,"July 20, 1950 in Barabanki, Uttar Pradesh, India",1950-07-20,"Barabanki, Uttar Pradesh, India",,
nm0787500,Hagai Shaham,Hagai Shaham,,,,,,
nm0787834,Michael Shamberg,Michael Shamberg,,,,,,
nm0788171,S. Shankar,Shankar Shanmugam,,"August 17, 1963 in Kumbakonam, Tamil Nadu, India",1963-08-17,"Kumbakonam, Tamil Nadu, India",,
nm0788202,Adam Shankman,Adam Michael Shankman,,"November 27, 1964 in Los Angeles, California, USA",1964-11-27,"Los Angeles, California, USA",,
nm0788335,Michael Shannon,Michael Corbett Shannon,191,"August 7, 1974 in Lexington, Kentucky, USA",1974-08-07,"Lexington, Kentucky, USA",,
nm0788340,Molly Shannon,Molly Helen Shannon,165,"September 16, 1964 in Shaker Heights, Ohio, USA",1964-09-16,"Shaker Heights, Ohio, USA",,
nm0788513,Greg Shapiro,Gregory Brian Shapiro,,"December 16, 1972 in Los Angeles, California, USA",1972-12-16,"Los Angeles, California, USA",,
nm0788630,Stanley Shapiro,Stanley Shapiro,,"July 16, 1925 in New York City, New York, USA",1925-07-16,"New York City, New York, USA",1990-07-21,"Los Angeles, California, USA  "
nm0788640,Theodore Shapiro,Theodore Michael Shapiro,191,"September 29, 1971 in Washington, District of Columbia, USA",1971-09-29,"Washington, District of Columbia, USA",,
nm0788858,Anil Sharma,Anil Sharma,,,,,,
nm0789278,Wayne Sharpe,Wayne Sharpe,,,,,,
nm0789366,Jessica Sharzer,Jessica Sharzer,,"October 26, 1972 in Iowa City, Iowa, USA",1972-10-26,"Iowa City, Iowa, USA",,
nm0790057,Alia Shawkat,Alia Martine Shawkat,165,"April 18, 1989 in Riverside, California, USA",1989-04-18,"Riverside, California, USA",,
nm0790144,Robert Shaye,Robert Kenneth Shaye,183,"March 4, 1939 in Detroit, Michigan, USA",1939-03-04,"Detroit, Michigan, USA",,
nm0791864,Scott Shepherd,Scott Shepherd,,,,,,
nm0790481,Edward Shearmur,Edward Shearmur,,"February 28, 1966 in London, England, UK",1966-02-28,"London, England, UK",,
nm0790688,Michael Sheen,Michael Christopher Sheen,178,"February 5, 1969 in Newport, Gwent, Wales, UK",1969-02-05,"Newport, Gwent, Wales, UK",,
nm0790689,Ruth Sheen,Ruth P Sheen,,"1950 in Stepney, London, England, UK","1950 in Stepney, London, England, UK","Stepney, London, England, UK",,
nm0790898,Bill Sheinberg,Bill Sheinberg,,,,,,
nm0790900,Jonathan Sheinberg,Jonathan Sheinberg,,"December 30, 1957",1957-12-30,,,
nm0790901,Sid Sheinberg,Sidney Jay Sheinberg,,"January 14, 1935 in Corpus Christi, Texas, USA",1935-01-14,"Corpus Christi, Texas, USA",2019-03-07,"Beverly Hills, California, USA  "
nm0791185,Carla Shelley,Carla Shelley,,,,,,
nm0791217,Mary Shelley,Mary Wollstonecraft Godwin,,"August 30, 1797 in London, England, UK",1797-08-30,"London, England, UK",1851-02-01,"London, England, UK  "
nm0791487,Parry Shen,Parry Shen,170,"June 26, 1973 in Queens, New York, USA",1973-06-26,"Queens, New York, USA",,
nm0791615,Ernest Shepard,Ernest Howard Shepard,,"December 10, 1879 in London, England, UK",1879-12-10,"London, England, UK",1976-03-24,"Midhurst, West Sussex, England, UK  "
nm0791723,Quinn Shephard,Quinn Shephard,168,"February 28, 1995 in USA",1995-02-28,USA,,
